,Unnamed: 0,Certificate,Runtime,Genre,Description,Directors,Stars,Rating
108,108,PG,95,"Adventure,Comedy,Family","
    Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.",Will Gluck," James Corden, Fayssal Bazzi, Domhnall Gleeson, Sia",6.6
109,109,PG-13,105,"Comedy,Drama,Romance","
    A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.",Ian Samuels," Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo",5.8
110,110,R,159,"Action,Crime,Drama","
    Once two overzealous cops get suspended from the force, they must delve into the criminal underworld to get their proper compensation.",S. Craig Zahler," Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White",7.0
111,111,PG-13,112,"Comedy,Romance","
    After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband.",Rob Greenberg," Eugenio Derbez, Anna Faris, Eva Longoria, John Hannah",6.0
112,112,TV-MA,125,"Drama,Horror,Mystery","
    After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the the mother of a missing six-year-old boy to track down and locate her son in the Alaskan wilderness.",Jeremy Saulnier," Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough",5.6
113,113,PG-13,105,Comedy,"
    After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",Ben Falcone," Melissa McCarthy, Matt Walsh, Molly Gordon, Ben Falcone",5.6
114,114,PG-13,111,Comedy,"
    A group of high school dropouts are forced to attend night school in hope that they'll pass the GED exam to finish high school.",Malcolm D. Lee," Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco",5.6
115,115,TV-MA,90,"Drama,Horror,Thriller","
    When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",Richard Shepard," Allison Williams, Alaina Huffman, Steven Weber, Logan Browning",6.1
116,116,PG,96,"Animation,Adventure,Comedy","
    A Yeti is convinced that the elusive creatures known as ""humans"" really do exist.","Karey Kirkpatrick, Jason Reisig"," Channing Tatum, James Corden, Zendaya, Common",6.6
117,117,TV-14,124,"Drama,Romance,War","
    In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.",Mike Newell," Jessica Brown Findlay, Tom Courtenay, Michiel Huisman, Katherine Parkinson",7.4
118,118,Not Rated,105,"Drama,Horror,Mystery","
    After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.","François Simard, Anouk Whissell, Yoann-Karl Whissell"," Graham Verchere, Judah Lewis, Caleb Emery, Cory Gruter-Andrew",6.7
119,119,PG,98,"Biography,Comedy,Drama","
    Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song - a grueling theatre tour of post-war Britain.",Jon S. Baird," Steve Coogan, John C. Reilly, Shirley Henderson, Nina Arianda",7.2
120,120,R,139,"Crime,Drama,Mystery","
    Sam, a disenchanted young man, finds a mysterious woman swimming in his apartment's pool one night. The next morning, she disappears. Sam sets off across LA to find her, and along the way he uncovers a conspiracy far more bizarre.",David Robert Mitchell," Andrew Garfield, Riley Keough, Topher Grace, Callie Hernandez",6.5
121,121,PG-13,122,"Biography,Drama,History","
    A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.",Chris Weitz," Oscar Isaac, Ben Kingsley, Mélanie Laurent, Lior Raz",6.6
122,122,PG-13,99,"Biography,Drama,Fantasy","
    Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle.","Michael Spierig, Peter Spierig"," Helen Mirren, Sarah Snook, Finn Scicluna-O'Prey, Jason Clarke",5.4
123,123,R,115,"Biography,Drama","
    The son of a Baptist preacher is forced to participate in a church-supported gay conversion program after being forcibly outed to his parents.",Joel Edgerton," Lucas Hedges, Nicole Kidman, Joel Edgerton, Russell Crowe",6.9
124,124,PG-13,107,"Drama,Sci-Fi,Thriller","
    A scientist becomes obsessed with bringing back his family members who died in a traffic accident.",Jeffrey Nachmanoff," Keanu Reeves, Alice Eve, Thomas Middleditch, John Ortiz",5.5
125,125,PG-13,94,"Biography,Drama,Thriller","
    Americans discover a terrorist plot on a Paris-bound train.",Clint Eastwood," Alek Skarlatos, Anthony Sadler, Spencer Stone, Ray Corasani",5.2
126,126,PG-13,104,"Action,Adventure,Drama","
    Imprisoned by an adult world that now fears everyone under 18, a group of teens form a resistance group to fight back and reclaim control of their future.",Jennifer Yuh Nelson," Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson",5.7
127,127,PG,99,"Adventure,Family,Fantasy","
    A young girl is transported into a magical world of gingerbread soldiers and an army of mice.","Lasse Hallström, Joe Johnston"," Mackenzie Foy, Keira Knightley, Morgan Freeman, Helen Mirren",5.5
128,128,PG-13,110,"Comedy,Drama","
    Willowdean ('Dumplin'), the plus-size teenage daughter of a former beauty queen, signs up for her mom's Miss Teen Bluebonnet pageant as a protest that escalates when other contestants follow her footsteps, revolutionizing the pageant and their small Texas town.",Anne Fletcher," Danielle Macdonald, Jennifer Aniston, Odeya Rush, Maddie Baillio",6.6
129,129,PG-13,133,"Crime,Drama","
    Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",George Tillman Jr.," Amandla Stenberg, Regina Hall, Russell Hornsby, Anthony Mackie",7.4
130,130,R,85,Horror,"
    A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.",Johannes Roberts," Christina Hendricks, Martin Henderson, Bailee Madison, Lewis Pullman",5.2
131,131,R,111,"Action,Comedy,Crime","
    GRINGO, a dark comedy mixed with white-knuckle action and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David Oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted criminal.",Nash Edgerton," Joel Edgerton, Charlize Theron, David Oyelowo, Thandie Newton",6.1
132,132,R,143,"Crime,Drama,History","
    A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.",Paul Greengrass," Anders Danielsen Lie, Jonas Strand Gravli, Jon Øigarden, Maria Bock",6.8
133,133,PG-13,111,"Biography,Drama","
    A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France.",Julian Schnabel," Willem Dafoe, Rupert Friend, Oscar Isaac, Mads Mikkelsen",6.9
134,134,TV-MA,101,"Action,Comedy","
    Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.",Kyle Newacheck," Adam Devine, Anders Holm, Blake Anderson, Chloe Bridges",5.4
135,135,R,97,"Sci-Fi,Thriller","
    A woman is held captive by a scientist in a futuristic smart house, and hopes to escape by reasoning with the Artificial Intelligence that controls the house.",Federico D'Alessandro," Maika Monroe, Ed Skrein, Gary Oldman, Fiston Barek",5.8
136,136,R,95,"Comedy,Crime,Drama","
    While on probation, a man begins to re-evaluate his relationship with his volatile best friend.",Carlos López Estrada," Daveed Diggs, Rafael Casal, Janina Gavankar, Jasmine Cephas Jones",7.4
137,137,PG-13,104,"Comedy,Drama,Romance","
    Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.",Bill Holderman," Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen",6.1
138,138,R,111,"Crime,Drama","
    The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",Yann Demange," Matthew McConaughey, Richie Merritt, Bel Powley, Jennifer Jason Leigh",6.4
139,139,TV-MA,94,"Horror,Mystery,Thriller","
    Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.",Daniel Goldhaber," Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid",5.9
140,140,R,99,"Comedy,Crime,Mystery","
    When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",Jay Chandrasekhar," Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter",6.0
141,141,R,121,"Action,Crime,Drama","
    A police detective reconnects with people from an undercover assignment in her distant past in order to make peace.",Karyn Kusama," Nicole Kidman, Toby Kebbell, Tatiana Maslany, Sebastian Stan",6.2
142,142,R,91,"Action,Comedy,Crime","
    When the puppet cast of a '90s children's TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case.",Brian Henson," Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker",5.4
143,143,R,87,"Comedy,Drama,Romance","
    The story of two miserable and unpleasant wedding guests, Lindsay and Frank, who develop a mutual affection despite themselves.",Victor Levin," Winona Ryder, Keanu Reeves, DJ Dallenbach, Ted Dubost",6.0
144,144,R,98,"Drama,Mystery,Thriller","
    A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.",Neil Jordan," Isabelle Huppert, Chloë Grace Moretz, Maika Monroe, Jane Perry",6.0
145,145,PG-13,91,"Drama,Romance","
    A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.",Scott Speer," Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard",6.6
146,146,PG-13,120,"Biography,Drama","
    The true story of Ruth Bader Ginsburg, her struggles for equal rights, and the early cases of a historic career that lead to her nomination and confirmation as U.S. Supreme Court Associate Justice.",Mimi Leder," Felicity Jones, Armie Hammer, Justin Theroux, Sam Waterston",7.0
147,147,PG-13,105,Drama,"
    A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.",Paul Dano," Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer",6.8
148,148,PG-13,103,"Comedy,Drama,Romance","
    A big box store worker reinvents her life and her life-story and shows Madison Avenue what street smarts can do.",Peter Segal," Jennifer Lopez, Vanessa Hudgens, Leah Remini, Treat Williams",5.8
149,149,R,114,"Biography,Comedy,Drama","
    On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.",Gus Van Sant," Joaquin Phoenix, Jonah Hill, Rooney Mara, Jack Black",6.9
150,150,R,92,"Horror,Mystery,Thriller","
    A teen comes into possession of a new laptop and soon discovers that the previous owner is not only watching him, but will also do anything to get it back.",Stephen Susco," Colin Woodell, Stephanie Nogueras, Betty Gabriel, Rebecca Rittenhouse",5.9
151,151,TV-MA,120,"Crime,Drama,Thriller","
    An epic set in post-WWII Japan and centered on an American former G.I. who joins the yakuza.",Martin Zandvliet," Jared Leto, Tadanobu Asano, Kippei Shîna, Shioli Kutsuna",6.3
152,152,R,90,"Comedy,Drama","
    A college professor lives his life with reckless abandon after being diagnosed with a terminal illness.",Wayne Roberts," Johnny Depp, Rosemarie DeWitt, Odessa Young, Danny Huston",6.7
153,153,TV-MA,121,"Action,Thriller","
    Ito, a gangland enforcer, caught amidst a treacherous and violent insurrection within his Triad crime family upon his return home from a stint abroad.",Timo Tjahjanto," Iko Uwais, Joe Taslim, Julie Estelle, Zack Lee",7.0
154,154,PG,89,"Animation,Adventure,Comedy","
    Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, Early Man tells the story of Dug, along with sidekick Hognob as they unite his tribe against a mighty enemy Lord Nooth and his Bronze Age City to save their home.",Nick Park," Eddie Redmayne, Tom Hiddleston, Maisie Williams, Timothy Spall",6.1
155,155,R,105,"Drama,Mystery,Sci-Fi","
    A bold girl discovers a bizarre, threatening, and mysterious new world beyond her front door after she escapes her father's protective and paranoid control.","Zach Lipovsky, Adam B. Stein"," Emile Hirsch, Bruce Dern, Grace Park, Amanda Crew",6.7
156,156,TV-PG,101,Romance,"
    Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fiancée--who looks just like her. They switch lives for two days.",Mike Rohl," Vanessa Hudgens, Sam Palladio, Nick Sagar, Alexa Adeosun",6.0
157,157,R,96,"Action,Crime,Drama","
    A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",Deon Taylor," Priscilla Quintana, Luke Goss, Paula Patton, William Fichtner",6.0
158,158,PG-13,103,"Action,Adventure,Crime","
    Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.",Rob Cohen," Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson",5.1
159,159,R,109,"Action,Drama,Thriller","
    Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind.",Brad Anderson," Jon Hamm, Jay Potter, Khalid Benchagra, Ania Josse",6.4
160,160,Not Rated,95,"Crime,Drama,Thriller","
    A film noir taking place in a train terminal at night. Add 2 male assassins, female assassin, waitress, teacher, janitor and crime boss. Add revenge. Who says mystery is a lost art?",Vaughn Stein," Margot Robbie, Simon Pegg, Dexter Fletcher, Mike Myers",5.4
161,161,R,111,"Biography,Drama,History","
    Colette is pushed by her husband to write novels under his name. Upon their success, she fights to make her talents known, challenging gender norms.",Wash Westmoreland," Keira Knightley, Fiona Shaw, Dominic West, Robert Pugh",6.7
162,162,TV-MA,98,"Comedy,Drama","
    After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.",Lauren Miller Rogen," Kristen Bell, Danielle Davenport, Kimiko Glenn, Wynter Kullman",6.1
163,163,Not Rated,91,Drama,"
    In 1993, a teenage girl is forced into a gay conversion therapy center by her conservative guardians.",Desiree Akhavan," Chloë Grace Moretz, Steven Hauck, Quinn Shephard, Kerry Butler",6.6
164,164,TV-14,116,Comedy,"
    Two fathers with opposing personalities come together to celebrate the wedding of their children. They are forced to spend the longest week of their lives together, and the big day cannot come soon enough.",Robert Smigel," Adam Sandler, Chris Rock, Steve Buscemi, Rachel Dratch",5.1
165,165,PG-13,97,"Drama,Fantasy,Romance","
    A shy teenager falls for a spirit who wakes up in the body of a different person every morning.",Michael Sucsy," Angourie Rice, Justice Smith, Debby Ryan, Jeni Ross",6.4
166,166,PG-13,116,"Biography,Comedy,Drama","
    A victim of a brutal attack finds a unique and beautiful therapeutic outlet to help him through his recovery process.",Robert Zemeckis," Steve Carell, Falk Hentschel, Matt O'Leary, Nikolai Witschl",6.2
167,167,R,110,"Crime,Horror,Thriller","
    A pair of burglars stumble upon a woman being held captive in a home they intended to rob.",Dean Devlin," David Tennant, Robert Sheehan, Kerry Condon, Carlito Olivero",6.4
168,168,R,97,"Comedy,Drama,Music","
    Juliet, Naked is the story of Annie (the long-suffering girlfriend of Duncan) and her unlikely transatlantic romance with once revered, now faded, singer-songwriter, Tucker Crowe, who also happens to be the subject of Duncan's musical obsession.",Jesse Peretz," Chris O'Dowd, Rose Byrne, Kitty O'Beirne, Alex Clatworthy",6.6
169,169,R,86,"Horror,Mystery,Thriller","
    When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",Diederik Van Rooijen," Shay Mitchell, Grey Damon, Kirby Johnson, Nick Thune",5.2
170,170,R,103,Drama,"
    A drug addicted teenage boy shows up unexpectedly at his family's home on Christmas Eve.",Peter Hedges," Julia Roberts, Lucas Hedges, Courtney B. Vance, Kathryn Newton",6.7
171,171,PG-13,85,"Animation,Action,Sci-Fi","
    Batman, along with a number of his allies and adversaries, finds himself transplanted from modern Gotham City to feudal Japan.",Junpei Mizusaki," Kôichi Yamadera, Wataru Takagi, Ai Kakuma, Rie Kugimiya",5.6
172,172,PG,90,"Adventure,Comedy,Family","
    Two young friends find a magic book that brings a ventriloquist's dummy to life.",Ari Sandel," Wendi McLendon-Covey, Madison Iseman, Jeremy Ray Taylor, Caleel Harris",5.6
173,173,PG,84,"Animation,Action,Adventure","
    A villain's maniacal plan for world domination sidetracks five teenage superheroes who dream of Hollywood stardom.","Aaron Horvath, Peter Rida Michail"," Greg Cipes, Scott Menville, Khary Payton, Tara Strong",6.8
174,174,R,117,"Drama,Romance","
    As a young New York City couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",Dan Fogelman," Oscar Isaac, Olivia Wilde, Annette Bening, Mandy Patinkin",6.8
175,175,R,110,"Biography,Drama,War","
    One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontline of conflicts across the globe to give voice to the voiceless.",Matthew Heineman," Rosamund Pike, Alexandra Moen, Tom Hollander, Faye Marsay",6.7
176,176,TV-MA,94,"Comedy,Romance","
    A young American woman and her two best friends seek out a hot DJ in Spain.",Alex Richanbach," Gwen Elizabeth Duchon, Gillian Jacobs, Michaela Watkins, Phoebe Robinson",5.2
177,177,R,114,"Drama,Music","
    An unusual set of circumstances brings unexpected success to a pop star.",Brady Corbet," Natalie Portman, Jude Law, Stacy Martin, Jennifer Ehle",5.9
178,178,Unrated,109,"Crime,Drama,Mystery","
    A picture-perfect family is shattered when the work of a serial killer hits too close to home.",Duncan Skiles," Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty",6.5
179,179,TV-MA,114,"Drama,Mystery,Thriller","
    A woman filming a documentary on childhood rape victims starts to question the nature of her childhood relationship with her riding instructor and running coach.",Jennifer Fox," Laura Dern, Jason Ritter, Common, Elizabeth Debicki",7.2
180,180,R,123,"Comedy,Drama","
    An author is undergoing multiple fertility therapies to get pregnant, putting her relationship with her husband on edge.",Tamara Jenkins," Kathryn Hahn, Paul Giamatti, Gabrielle Reid, Amy Russ",7.2
181,181,TV-MA,99,"Comedy,Drama,Romance","
    Alex, high school class president, nerd and a straight A student, has been dating Claire a long time. They decide to sleep together but then he meets a gay guy and he's confused.",Craig Johnson," Michael Abela, Daniel Doheny, Brendan Archer, Gianna Jean",6.3
182,182,R,118,"Biography,Crime,Drama","
    A destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves.",Guy Nattiv," Jamie Bell, Danielle Macdonald, Daniel Henshall, Bill Camp",7.2
183,183,PG-13,117,"Action,Adventure,Drama","
    The film follows the 2000 K-141 Kursk submarine disaster and the governmental negligence that followed. As the sailors fight for survival, their families desperately battle political obstacles and impossible odds to save them.",Thomas Vinterberg," Matthias Schoenaerts, Léa Seydoux, Peter Simonischek, August Diehl",6.6
184,184,PG,110,"Biography,Drama,Family","
    The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness.","Andrew Erwin, Jon Erwin"," J. Michael Finley, Madeline Carroll, Dennis Quaid, Trace Adkins",7.3
185,185,PG,108,"Drama,Music,Romance","
    After being gone for a decade a country star returns home to the love he left behind.",Bethany Ashton Wolf," Alex Roe, Jessica Rothe, Abby Ryder Fortson, Travis Tritt",6.7
186,186,R,108,"Action,Comedy,Crime","
    After a malicious data hack exposes the secrets of the perpetually American town of Salem, chaos descents and four girls must fight to survive, while coping with the hack themselves.",Sam Levinson," Odessa Young, Abra, Suki Waterhouse, Hari Nef",5.9
187,187,92 min,92,"Comedy,Drama","
    A police officer faces a personal meltdown following a divorce and the death of his mother.",Jim Cummings," Jim Cummings, Kendal Farr, Nican Robinson, Jocelyn DeBoer",7.1
188,188,TV-PG,106,"Animation,Action,Adventure","
    A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.","Kevin R. Adams, Joe Ksander, Ricardo Curtis"," John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña",6.6
189,189,PG-13,107,"Action,Drama,History","
    Inspired by the true events of the 1976 hijacking of an Air France flight en route from Tel Aviv to Paris, and the most daring rescue mission ever attempted.",José Padilha," Batsheva Dance Company, Zina Zinchenko, Ben Schnetzer, Daniel Brühl",5.8
190,190,TV-MA,94,"Comedy,Thriller","
    When a group of teenage friends go on a spring break camping trip, an unfortunate accident sets off a race against time to save their friend's most prized possession.",Jake Szymanski," Daniel Doheny, Geraldine Viswanathan, Sadie Calvano, Luke Spencer Roberts",5.5
191,191,PG-13,88,"Action,Crime,Drama","
    A woman fights to protect her family during a home invasion.",James McTeigue," Gabrielle Union, Billy Burke, Richard Cabral, Ajiona Alexus",5.4
192,192,PG-13,102,"Action,Adventure,Crime","
    Chased by a vengeful criminal, the feds and a gang of otherworldly soldiers, a recently released ex-con, and his adopted teenage brother are forced to go on the run with a weapon of mysterious origin as their only protection.","Jonathan Baker, Josh Baker"," Myles Truitt, Jack Reynor, Dennis Quaid, Zoë Kravitz",5.8
193,193,TV-MA,101,"Biography,Comedy","
    In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney.",David Wain," Frank Gingerich, Morgan Gingerich, Annette O'Toole, Harry Groener",6.8
194,194,R,78,"Animation,Action,Adventure","
    In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",Sam Liu," Bruce Greenwood, Jennifer Carpenter, Chris Cox, John DiMaggio",6.7
195,195,R,89,"Horror,Thriller","
    A masked serial killer turns a horror-themed amusement park into his own personal playground, terrorizing a group of friends while the rest of the patrons believe that it is all part of the show.",Gregory Plotkin," Cynthea Mercado, Stephen Conroy, Amy Forsyth, Reign Edwards",5.5
196,196,R,96,Drama,"
    A kindergarten teacher in New York becomes obsessed with one of her students whom she believes is a child prodigy.",Sara Colangelo," Maggie Gyllenhaal, Gael García Bernal, Ato Blankson-Wood, Libya Pugh",6.7
197,197,PG-13,103,"Comedy,Sport","
    An anti-ageist comedy about a man's dream to win the Rucker Classic street ball tournament in Harlem.",Charles Stone III," Kyrie Irving, Lil Rel Howery, Shaquille O'Neal, Chris Webber",5.7
198,198,Not Rated,110,"Mystery,Thriller","
    A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.",Anthony Byrne," Natalie Dormer, Joely Richardson, Emily Ratajkowski, Ed Skrein",5.8
199,199,R,92,"Drama,Fantasy,Horror","
    A blossoming teenager uncovers the dark secret behind her traumatic childhood.",Fritz Böhm," Bel Powley, Brad Dourif, Liv Tyler, Collin Kelly-Sordelet",5.5
200,200,R,122,"Crime,Drama,Thriller","
    In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",Todd Phillips," Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy",8.5
201,201,PG-13,181,"Action,Adventure,Drama","
    After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Anthony Russo, Joe Russo"," Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",8.4
202,202,R,161,"Comedy,Drama","
    A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of Hollywood's Golden Age in 1969 Los Angeles.",Quentin Tarantino," Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch",7.7
203,203,PG-13,123,"Action,Adventure,Sci-Fi","
    Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.","Anna Boden, Ryan Fleck"," Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law",6.9
204,204,PG-13,142,"Action,Adventure,Fantasy","
    The surviving members of the resistance face the First Order once again, and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end.",J.J. Abrams," Daisy Ridley, John Boyega, Oscar Isaac, Adam Driver",6.7
205,205,R,119,"Drama,War","
    April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes," Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth",8.3
206,206,PG-13,131,"Comedy,Crime,Drama","
    A detective investigates the death of a patriarch of an eccentric, combative family.",Rian Johnson," Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis",7.9
207,207,PG-13,129,"Action,Adventure,Sci-Fi","
    Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",Jon Watts," Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei",7.5
208,208,R,209,"Biography,Crime,Drama","
    An aging hitman recalls his time with the mob and the intersecting events with his friend, Jimmy Hoffa, through the 1950-70s.",Martin Scorsese," Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel",7.9
209,209,R,131,"Action,Crime,Thriller","
    John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",Chad Stahelski," Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne",7.5
210,210,PG-13,132,"Action,Adventure,Comedy","
    A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.",David F. Sandberg," Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer",7.1
211,211,PG-13,152,"Action,Biography,Drama","
    American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.",James Mangold," Matt Damon, Christian Bale, Jon Bernthal, Caitriona Balfe",8.1
212,212,R,137,"Comedy,Drama,Romance","
    Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.",Noah Baumbach," Adam Driver, Scarlett Johansson, Julia Greer, Azhy Robertson",8.0
213,213,PG-13,108,"Comedy,Drama,War","
    A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.",Taika Waititi," Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi",7.9
214,214,PG-13,122,"Action,Adventure,Sci-Fi","
    A deactivated cyborg is revived, but cannot remember anything of her past life and goes on a quest to find out who she is.",Robert Rodriguez," Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali",7.3
215,215,PG,128,"Adventure,Family,Fantasy","
    A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.",Guy Ritchie," Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari",7.0
216,216,R,116,"Horror,Mystery,Thriller","
    A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.",Jordan Peele," Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker",6.9
217,217,PG-13,129,"Drama,Sci-Fi,Thriller","
    Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",M. Night Shyamalan," James McAvoy, Bruce Willis, Samuel L. Jackson, Anya Taylor-Joy",6.7
218,218,PG,118,"Animation,Adventure,Drama","
    After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",Jon Favreau," Donald Glover, Beyoncé, Seth Rogen, Chiwetel Ejiofor",6.9
219,219,G,100,"Animation,Adventure,Comedy","
    When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",Josh Cooley," Tom Hanks, Tim Allen, Annie Potts, Tony Hale",7.8
220,220,R,169,"Drama,Fantasy,Horror","
    Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",Andy Muschietti," Jessica Chastain, James McAvoy, Bill Hader, Isaiah Mustafa",6.6
